Sentence,Category
I make sure to drink salad every day.,Diet
I make sure to drink smoothies every day.,Diet
I avoid vegetables to maintain my diet.,Diet
I love adding lean meat to my meals.,Diet
I try to avoid eating lean meat late at night.,Diet
My diet includes oatmeal to stay healthy.,Diet
I always eat smoothies for breakfast.,Diet
I try to avoid eating lean meat late at night.,Diet
My diet includes salad to stay healthy.,Diet
I make sure to drink protein shake every day.,Diet
Every meal I have contains smoothies.,Diet
My diet includes nuts to stay healthy.,Diet
I always eat lean meat for breakfast.,Diet
I make sure to drink protein shake every day.,Diet
I avoid salad to maintain my diet.,Diet
I consume nuts for better digestion.,Diet
I avoid vegetables to maintain my diet.,Diet
I try to avoid eating smoothies late at night.,Diet
I always eat fruits for breakfast.,Diet
I consume lean meat for better digestion.,Diet
I avoid vegetables to maintain my diet.,Diet
My diet includes vegetables to stay healthy.,Diet
My diet includes nuts to stay healthy.,Diet
"To maintain a balanced diet, I eat grilled chicken regularly.",Diet
My diet includes vegetables to stay healthy.,Diet
My diet includes vegetables to stay healthy.,Diet
I love adding salad to my meals.,Diet
I make sure to drink brown rice every day.,Diet
Every meal I have contains vegetables.,Diet
"To maintain a balanced diet, I eat grilled chicken regularly.",Diet
I try to avoid eating nuts late at night.,Diet
My nutritionist suggested protein shake as a daily intake.,Diet
My nutritionist suggested lean meat as a daily intake.,Diet
I always eat smoothies for breakfast.,Diet
My diet includes oatmeal to stay healthy.,Diet
"To maintain a balanced diet, I eat nuts regularly.",Diet
My diet includes smoothies to stay healthy.,Diet
I try to avoid eating nuts late at night.,Diet
"To maintain a balanced diet, I eat fruits regularly.",Diet
"To maintain a balanced diet, I eat protein shake regularly.",Diet
I always eat smoothies for breakfast.,Diet
I try to avoid eating brown rice late at night.,Diet
"To maintain a balanced diet, I eat protein shake regularly.",Diet
I love adding smoothies to my meals.,Diet
I make sure to drink brown rice every day.,Diet
I consume fruits for better digestion.,Diet
"To maintain a balanced diet, I eat vegetables regularly.",Diet
My diet includes brown rice to stay healthy.,Diet
I consume brown rice for better digestion.,Diet
"To maintain a balanced diet, I eat salad regularly.",Diet
"To maintain a balanced diet, I eat oatmeal regularly.",Diet
I consume salad for better digestion.,Diet
I love adding lean meat to my meals.,Diet
I love adding grilled chicken to my meals.,Diet
I avoid salad to maintain my diet.,Diet
My diet includes salad to stay healthy.,Diet
"To maintain a balanced diet, I eat oatmeal regularly.",Diet
I try to avoid eating fruits late at night.,Diet
My diet includes lean meat to stay healthy.,Diet
My diet includes protein shake to stay healthy.,Diet
"To maintain a balanced diet, I eat grilled chicken regularly.",Diet
I love adding oatmeal to my meals.,Diet
I always eat oatmeal for breakfast.,Diet
I consume salad for better digestion.,Diet
I love adding brown rice to my meals.,Diet
I love adding oatmeal to my meals.,Diet
"To maintain a balanced diet, I eat fruits regularly.",Diet
I make sure to drink brown rice every day.,Diet
Every meal I have contains oatmeal.,Diet
My nutritionist suggested nuts as a daily intake.,Diet
"To maintain a balanced diet, I eat salad regularly.",Diet
My diet includes nuts to stay healthy.,Diet
I always eat salad for breakfast.,Diet
I love adding fruits to my meals.,Diet
I consume oatmeal for better digestion.,Diet
My nutritionist suggested grilled chicken as a daily intake.,Diet
My diet includes brown rice to stay healthy.,Diet
I love adding brown rice to my meals.,Diet
My nutritionist suggested grilled chicken as a daily intake.,Diet
I avoid protein shake to maintain my diet.,Diet
I make sure to drink protein shake every day.,Diet
My nutritionist suggested grilled chicken as a daily intake.,Diet
My nutritionist suggested smoothies as a daily intake.,Diet
"To maintain a balanced diet, I eat grilled chicken regularly.",Diet
I love adding brown rice to my meals.,Diet
I love adding brown rice to my meals.,Diet
I avoid salad to maintain my diet.,Diet
I avoid vegetables to maintain my diet.,Diet
Every meal I have contains vegetables.,Diet
I always eat fruits for breakfast.,Diet
My diet includes smoothies to stay healthy.,Diet
I love adding nuts to my meals.,Diet
"To maintain a balanced diet, I eat fruits regularly.",Diet
I avoid nuts to maintain my diet.,Diet
My diet includes smoothies to stay healthy.,Diet
I try to avoid eating lean meat late at night.,Diet
"To maintain a balanced diet, I eat oatmeal regularly.",Diet
My nutritionist suggested smoothies as a daily intake.,Diet
I make sure to drink fruits every day.,Diet
"To maintain a balanced diet, I eat vegetables regularly.",Diet
My nutritionist suggested lean meat as a daily intake.,Diet
I avoid nuts to maintain my diet.,Diet
I love adding salad to my meals.,Diet
My diet includes smoothies to stay healthy.,Diet
I love adding nuts to my meals.,Diet
Every meal I have contains vegetables.,Diet
I make sure to drink nuts every day.,Diet
I avoid vegetables to maintain my diet.,Diet
"To maintain a balanced diet, I eat smoothies regularly.",Diet
I always eat vegetables for breakfast.,Diet
I love adding brown rice to my meals.,Diet
Every meal I have contains oatmeal.,Diet
I avoid smoothies to maintain my diet.,Diet
"To maintain a balanced diet, I eat grilled chicken regularly.",Diet
My nutritionist suggested protein shake as a daily intake.,Diet
"To maintain a balanced diet, I eat salad regularly.",Diet
I always eat brown rice for breakfast.,Diet
My diet includes smoothies to stay healthy.,Diet
I make sure to drink oatmeal every day.,Diet
I consume salad for better digestion.,Diet
I always eat lean meat for breakfast.,Diet
I consume brown rice for better digestion.,Diet
I always eat vegetables for breakfast.,Diet
I feel anxious when I have too much work.,Stress Mental Well-being
I often experience pressure when deadlines are near.,Stress Mental Well-being
Stress affects my ability to anxious.,Stress Mental Well-being
"To manage stress, I practice journaling regularly.",Stress Mental Well-being
A major cause of my stress is taking a walk.,Stress Mental Well-being
A major cause of my stress is pressure.,Stress Mental Well-being
My mood improves when I listening to music.,Stress Mental Well-being
"Whenever I feel overwhelmed, I pressure to relax.",Stress Mental Well-being
A major cause of my stress is pressure.,Stress Mental Well-being
My anxiety increases when I have to journaling.,Stress Mental Well-being
My mood improves when I journaling.,Stress Mental Well-being
My anxiety increases when I have to tensed.,Stress Mental Well-being
"To calm my mind, I spend time talking to a friend.",Stress Mental Well-being
My mood improves when I overwhelmed.,Stress Mental Well-being
My anxiety increases when I have to overwhelmed.,Stress Mental Well-being
I often experience anxious when deadlines are near.,Stress Mental Well-being
I often experience anxious when deadlines are near.,Stress Mental Well-being
"To manage stress, I practice journaling regularly.",Stress Mental Well-being
A major cause of my stress is journaling.,Stress Mental Well-being
A major cause of my stress is breathing exercises.,Stress Mental Well-being
A major cause of my stress is meditation.,Stress Mental Well-being
"Lately, I've been feeling listening to music due to work pressure.",Stress Mental Well-being
My mood improves when I anxious.,Stress Mental Well-being
"Lately, I've been feeling listening to music due to work pressure.",Stress Mental Well-being
I feel listening to music when I have too much work.,Stress Mental Well-being
My mood improves when I talking to a friend.,Stress Mental Well-being
"To calm my mind, I spend time listening to music.",Stress Mental Well-being
"Lately, I've been feeling overwhelmed due to work pressure.",Stress Mental Well-being
I often experience breathing exercises when deadlines are near.,Stress Mental Well-being
I feel tensed when I have too much work.,Stress Mental Well-being
"To calm my mind, I spend time talking to a friend.",Stress Mental Well-being
Stress affects my ability to overwhelmed.,Stress Mental Well-being
I feel taking a walk when I have too much work.,Stress Mental Well-being
I often experience anxious when deadlines are near.,Stress Mental Well-being
"Lately, I've been feeling journaling due to work pressure.",Stress Mental Well-being
My anxiety increases when I have to overwhelmed.,Stress Mental Well-being
My anxiety increases when I have to listening to music.,Stress Mental Well-being
I often experience taking a walk when deadlines are near.,Stress Mental Well-being
My anxiety increases when I have to meditation.,Stress Mental Well-being
A major cause of my stress is overwhelmed.,Stress Mental Well-being
My anxiety increases when I have to tensed.,Stress Mental Well-being
I often experience pressure when deadlines are near.,Stress Mental Well-being
"To manage stress, I practice taking a walk regularly.",Stress Mental Well-being
"Lately, I've been feeling anxious due to work pressure.",Stress Mental Well-being
